Comparison,Expected_Overlap,Observed_Overlap,(Obs - Exp)^2/Exp
drought_4.0hr_upx.gamUpx.,14.5174825174825,18,0.835401592627027
drought_4.0hr_upx.rhizUpx.,5.38148058837714,8,1.27411848773637
drought_0.5hr_downx.drought_4hr_downx.,53.5166902063454,174,271.246743452617
drought_0.5hr_downx.salt_0.5hr_upx.,310.750215301939,351,5.21333562606261
drought_0.5hr_downx.salt_4.0hr_upx.,320.847704020118,573,198.164984730386
drought_0.5hr_downx.salt_0.5hr_downx.,504.621998690964,2817,10596.2324964207
drought_0.5hr_downx.salt_4hr_downx.,544.759516345723,2553,7403.32150091062
drought_0.5hr_downx.sporeUpx.,12.2432050707913,17,1.8481351792863
drought_0.5hr_downx.caulonemaUpx.,22.0882565710152,26,0.692754387609077
drought_0.5hr_downx.chloronemaUpx.,8.33042819249716,8,0.0131065039964303
drought_0.5hr_downx.gamUpx.,14.6413586413586,9,2.17363211297436
drought_0.5hr_downx.rhizUpx.,5.42740018602088,6,0.0604102398443752
drought_4hr_downx.salt_0.5hr_upx.,35.9601777532812,118,187.166272660014
drought_4hr_downx.salt_4.0hr_upx.,37.1286644390093,139,279.50827657772
drought_4hr_downx.salt_0.5hr_downx.,58.39512211926,191,301.121960184519
drought_4hr_downx.salt_4hr_downx.,63.0398566950291,169,178.102434837789
drought_4hr_downx.sporeUpx.,1.41679010644528,1,0.122610958419603
drought_4hr_downx.caulonemaUpx.,2.55606462503014,3,0.0771023608791988
drought_4hr_downx.chloronemaUpx.,0.964001515725654,1,0.00134428302125114
drought_4hr_downx.gamUpx.,1.69430569430569,0,1.69430569430569
drought_4hr_downx.rhizUpx.,0.628061593578835,0,0.628061593578835
salt_0.5hr_upx.salt_4.0hr_upx.,215.591443039719,1638,9384.63082943919
salt_0.5hr_upx.salt_0.5hr_downx.,339.077336456647,0,339.077336456647
salt_0.5hr_upx.salt_4hr_downx.,366.047469771608,423,8.86112039359198
salt_0.5hr_upx.sporeUpx.,8.22673877846292,6,0.602713386316728
salt_0.5hr_upx.caulonemaUpx.,14.8420544972269,12,0.544215342068503
salt_0.5hr_upx.chloronemaUpx.,5.59757483895415,15,15.7935537179143
salt_0.5hr_upx.gamUpx.,9.83816183816184,16,3.85928287796687
salt_0.5hr_upx.rhizUpx.,3.64690481931861,10,11.0674175429504
salt_4.0hr_upx.salt_0.5hr_downx.,350.095284026318,535,97.6584248610947
salt_4.0hr_upx.salt_4hr_downx.,377.941782355575,0,377.941782355575
salt_4.0hr_upx.sporeUpx.,8.49405766647146,7,0.262796462938241
salt_4.0hr_upx.caulonemaUpx.,15.3243308415722,4,8.36842210829134
salt_4.0hr_upx.chloronemaUpx.,5.77946191739295,9,1.7946074720743
salt_4.0hr_upx.gamUpx.,10.1578421578422,16,3.36004514761399
salt_4.0hr_upx.rhizUpx.,3.76540700678632,11,13.9000473741952
salt_0.5hr_downx.salt_4hr_downx.,594.418271383789,2872,8726.81540971199
salt_0.5hr_downx.sporeUpx.,13.3592614282269,14,0.0307311837232503
salt_0.5hr_downx.caulonemaUpx.,24.1017603086569,24,0.00042964332419402
salt_0.5hr_downx.chloronemaUpx.,9.08980674497916,16,5.25322178583292
salt_0.5hr_downx.gamUpx.,15.976023976024,5,7.54086889848521
salt_0.5hr_downx.rhizUpx.,5.92214681869854,7,0.196173366856343
salt_4hr_downx.sporeUpx.,14.4218540080609,22,3.98203286782987
salt_4hr_downx.caulonemaUpx.,26.0188087774295,25,0.0398931147788646
salt_4hr_downx.chloronemaUpx.,9.8128078817734,14,1.78670346410271
salt_4hr_downx.gamUpx.,17.2467532467532,6,7.33410264434361
salt_4hr_downx.rhizUpx.,6.39319301388267,5,0.303602092055827
sporeUpx.caulonemaUpx.,0.584760067518688,0,0.584760067518688
sporeUpx.chloronemaUpx.,0.220538082607048,0,0.220538082607048
sporeUpx.gamUpx.,0.387612387612388,0,0.387612387612388
sporeUpx.rhizUpx.,0.143683902304592,0,0.143683902304592
caulonemaUpx.chloronemaUpx.,0.397877984084881,1,0.911211317418214
caulonemaUpx.gamUpx.,0.699300699300699,0,0.699300699300699
caulonemaUpx.rhizUpx.,0.259223535085604,0,0.259223535085604
chloronemaUpx.gamUpx.,0.263736263736264,1,2.05540293040293
chloronemaUpx.rhizUpx.,0.0977643046608564,0,0.0977643046608564
gamUpx.rhizUpx.,0.171828171828172,0,0.171828171828172
