"nameSafe","spore_p","caul_p","chlor_p","gam_p","rhiz_p"
"Pp1s1_200V6",3.50540856525269,3.25679195124296,4.8237968614827,3.67781100845704,3.65135077227383
"Pp1s1_201V6",2.10293345974298,0.120915482256562,3.15631236263749,0.0597524589700313,0.837358301624305
"Pp1s1_202V6",0.365984608996798,1.52255398441817,0.457603841135606,0.095449891278116,2.98031120179406
"Pp1s1_203V6",0.0216555774923731,2.94257844253487,2.57780643710532,0.0756868658130977,0.849179745096246
"Pp1s1_204V6",2.16789899224533,0.293379669980418,2.97312184131266,0.767305637756984,3.25510790415023
"Pp1s1_205V6",0.582459300941628,1.2610415583089,1.70024742540456,0.269543186661701,3.50926544540078
"Pp1s1_206V6",2.31111366951129,0.046282908749297,0.0652356530006783,2.58154472467856,0.0474459025520764
"Pp1s1_207V6",8.09741012032788e-05,0.183949376569014,3.71954273150524,0.00522108830894452,0.275249787561367
"Pp1s1_209V6",4.89087400894626,0.183152933008754,1.05544939767011,2.5293989001607,1.56461560850238
"Pp1s1_213V6",0.534829760440554,0.0104778429649139,2.14456368971459,3.73048749831873,1.62418817426825
"Pp1s1_21V6",5.50100773896448e-06,2.39564075911395,0.000122948717645062,0.393432087242335,4.01897770990589
"Pp1s1_221V6",0.000189086628791181,4.74986357866682,1.9235723336167,2.1778996855072,0.461231383851129
"Pp1s1_222V6",4.8460261367095,0.568139824609145,2.26247917309403,1.10023461156548,2.51409751337871
"Pp1s1_225V6",0.400372400597602,0.367433806409015,1.5066487481808,0.380515996186022,0.563893262447963
"Pp1s1_227V6",0.844198006215161,0.0433320442366289,3.70224574775146,0.44654647973781,4.69981136660194
"Pp1s1_230V6",0.564506075359176,0.0864115431646061,0.588546851645464,0.0018989735324568,0.460054379496689
"Pp1s1_231V6",1.93027008221949,0.0870822386342866,3.81684599361691,0.0638859980328499,1.16493824579479
"Pp1s1_232V6",0.43958422605961,0.462713254368762,0.579041585527583,0.181460883233089,0.446477116247851
"Pp1s1_233V6",1.78679226196006,1.10395683440253,4.99338507571812,0.0458675790688947,3.02018555830379
"Pp1s1_238V6",0.106098523438507,0.159642463415291,3.05188945592477,0.332501421382807,1.75564839235887
"Pp1s1_242V6",3.44956144963082,1.4240071508648,0.711942464236762,0.56339868105871,1.4123275582717
"Pp1s1_243V6",0.982224574175315,4.24068877126253,0.164825198673632,0.000528802219479076,4.57970694345384
"Pp1s1_244V6",2.24242788230007,2.12669652719902,2.06770106292165,0.142686593641615,0.564072389790922
"Pp1s1_246V6",0.120423720361652,0.0874959529930664,0.87659163036458,4.40579114883105,0.26882683121072
"Pp1s1_248V6",1.54281091302033,0.392832786418651,4.34424748748779e-05,0.0215877832335693,0.167381182340483
"Pp1s1_250V6",1.99575002361566,2.46168224303862,3.91288824056359,4.52664068844836,0.0785158019294731
"Pp1s1_251V6",2.33846818841323,0.114672800800924,2.83651600661715,2.09779243339698,2.07968083500062
"Pp1s1_253V6",2.5152305538967,0.0349920140091939,0.281574441454772,0.715020157455258,0.00682252630978833
"Pp1s1_254V6",0.718182995850991,1.2487788327144,1.414531286029,1.18506449248786,0.818606155382599
"Pp1s1_255V6",0.466470180857582,0.319976472721182,0.671103581560784,1.11338923600237,0.756247572775765
"Pp1s1_256V6",1.53387589619867,0.158235538440706,1.26913133562161,2.94098457547977,0.651213339772666
"Pp1s1_263V6",0.0139402389001755,1.94351591164845,0.196752272807832,0.0383078510407627,2.22203174734744
"Pp1s1_264V6",0.591446704264968,3.83673781690579,0.0490229070360663,2.61320359395937,0.00181607684677109
"Pp1s1_265V6",0.0117141077348448,3.69412137883273,3.20175615162623,4.6138698876402,1.98802748753918
"Pp1s1_266V6",0.0030631233895576,3.95655121349818,2.45350292539554,4.00138951753202,3.4238774296025
"Pp1s1_268V6",1.12358848961788,4.40192040708883,0.260174625991789,2.42639292544658,0.0139734258152955
"Pp1s1_272V6",0.415866214674329,0.0916863982859696,5.76151797522622e-07,1.96233907522644,0.0248334368322423
"Pp1s1_273V6",4.20825840414389,0.222849189232913,0.30585920610476,2.60361372896961,1.5427361869715
"Pp1s1_278V6",0.580495473283411,0.950520023631732,1.4786272288757,2.43871702616004,0.35678722994194
"Pp1s1_286V6",0.615194677664262,3.95142874773312,0.366249433931299,4.27451390141954,2.72862631027488
"Pp1s1_292V6",2.1054305959121,4.12562615164004,0.610379319047608,0.76351609479523,4.93841276793853
"Pp1s1_293V6",0.478131084974357,0.706668861615462,1.94368342319135,0.415762944348436,0.316053579572042
"Pp1s1_295V6",2.64277773797428e-05,1.69169320825469,0.00170846900009425,0.103338106669721,1.02097182356347
"Pp1s1_296V6",0.304330012772271,0.0121134289924049,3.05997616145377,0.0478226961399929,0.577639678224224
"Pp1s1_2V6",2.39216789284904,2.6496432440491,4.04951058428744,2.87323129907545,0.278074219771894
"Pp1s1_300V6",0.000520506412737161,3.20720506037836,0.79380080494202,2.86363263292078,3.46782099602211
"Pp1s1_302V6",0.0739798945060478,0.34831110832832,3.5064218691915,0.0362110413851978,0.0750370481781726
"Pp1s1_303V6",1.56538827681216,0.831861842903003,1.32468454058822,1.01998629548841,2.37613508837977
"Pp1s1_304V6",0.0562544395077087,0.738874253006563,1.50477322549556,0.00444540610788074,0.515978746317799
"Pp1s1_306V6",4.98666991547089,0.771286546221316,2.32936430468483,2.14212607201897,2.46124452683482
"Pp1s1_309V6",0.403532260513931,0.0773873141370523,3.5791168946592,0.290350432285677,0.489005627823576
"Pp1s1_310V6",4.56908166276937,1.67146447086532,4.1044083762976,0.0803160634265344,0.259711196898519
"Pp1s1_314V6",0.284371561265576,4.52318836726602,0.26162415648909,0.277481013930525,0.508562330130069
"Pp1s1_315V6",0.00312080203597594,0.0329133002402392,0.0164644814393378,1.02399262513379,0.00489989729402077
"Pp1s1_316V6",1.11194961349637,0.836526941683696,4.53485933768557,4.85715228298065,0.0241471992771949
"Pp1s1_317V6",0.63312057795323,0.343020926805484,0.540609437219537,3.64864363915331,0.237210401462334
"Pp1s1_320V6",0.773168535730673,3.3857212523351,4.57500401472719,0.0393378891703089,2.39179536924038
"Pp1s1_321V6",0.0426321825968685,0.845481073079655,0.0520265815426272,2.43455858375487,0.111225030301934
"Pp1s1_323V6",0.914056136414638,0.0495786580548285,1.06124388290603,0.964916311018331,2.42561043269701
"Pp1s1_324V6",1.97754880900621,0.397257770671087,0.00870938538023512,2.10690081338932,2.14854535408201
"Pp1s1_326V6",1.19682965257528,0.0777877334217818,3.54803937102089,0.0178177572844687,1.72548741885786
"Pp1s1_327V6",0.109212262504499,0.618858112506301,1.39926001927567,3.22964508025125,0.762150036302276
"Pp1s1_333V6",4.56792624269121,0.0473580871327804,2.8114311635377,0.596935517460391,0.750009449099942
"Pp1s1_334V6",2.86064915679186,3.86190400681776,3.63471350151466,0.387666811478682,2.45214214134715
"Pp1s1_336V6",0.000397969955097028,2.3315217703925,1.74821188064649,1.99058641562944,1.17917826051376
"Pp1s1_337V6",3.61656976343324,2.04657776474017,0.745088606510068,0.171968464146565,1.99878179190126
"Pp1s1_338V6",0.00107587531488781,0.0519348099094774,3.66578035914637,3.70977445882245,2.00006724371279
"Pp1s1_339V6",0.100661796208607,0.168772861908529,4.25811148635955,0.0228963589745418,3.84167297018912
"Pp1s1_340V6",2.08025162326123,4.66417195682951,2.63656139365909,0.00398577637664883,3.71375365297376
"Pp1s1_343V6",0.212313292644639,0.463407884464531,2.09087968622184,0.147658395285605,0.403756113580417
"Pp1s1_345V6",2.53210528480431,3.42487583211966,0.0188764901198645,4.24586282980502,1.85262546183287
"Pp1s1_347V6",4.13473704813685,0.372619661070164,0.461573844253807,0.911480524637522,0.440083052663094
"Pp1s1_348V6",0.132940268332384,0.414964010409252,0.0642084886158503,0.000430622881555405,4.13870242655241
"Pp1s1_349V6",0.520578986985664,0.0481237825979472,0.124151298910494,0.936349764560719,3.76197982476033
"Pp1s1_34V6",4.06476843282274,0.227381196716414,0.256625008056258,0.237039300395632,0.566753888569032
"Pp1s1_350V6",0.671357607647106,4.03791058958301,2.03288920819535,1.04769571928054,0.196017981818213
"Pp1s1_351V6",0.045431013758889,0.0598059279259209,0.13215209848916,0.058597798929007,0.0220484788964894
"Pp1s1_353V6",0.0950457174115139,2.69149802000659,0.283801169196465,4.36395296523955,1.19780566064781
"Pp1s1_354V6",0.0465705758977068,1.44713808296798,0.00443455158834014,3.77178378269099,0.738147595843228
"Pp1s1_356V6",0.948226402750979,3.11962479705318,0.173565164652537,0.520742531639012,0.728514277039354
"Pp1s1_359V6",1.61305234606214,0.281477675757746,1.25133736100721,3.22607454658914,2.66973800190059
"Pp1s1_35V6",0.265961406831979,0.189823601352644,4.88818578544746,0.0260580484124329,3.16319543636082
"Pp1s1_360V6",4.51771778056647,1.5489991899362,3.32766715663148,1.28616683561466,4.27877351092682
"Pp1s1_361V6",0.0252839954080692,0.0114915753242151,2.81803774410248,2.9662915151281,0.0881462630558753
"Pp1s1_365V6",2.01463851947974,0.915891319210192,3.65717919077797,0.907028387524215,0.00744334830539731
"Pp1s1_366V6",1.24785813353825,2.36592516166025,0.402786380223062,0.242116345279624,0.220909751361614
"Pp1s1_372V6",1.33891720632719,4.605246162147,2.94930515810321,0.0736521265150824,1.22311309352453
"Pp1s1_374V6",0.635806931197863,4.4313578756801,4.07072257135968,2.4400966690905,1.37916177860603
"Pp1s1_375V6",0.0288297368917031,0.276876567729439,3.13052542456982,0.00843338353007242,3.1966438409772
"Pp1s1_376V6",0.159780500065401,2.79556956119533,1.72755068370911,0.0349304852017617,1.09166441381221
"Pp1s1_377V6",0.156338894221113,0.00612348475194053,1.476843302259,2.3103535570167,1.38583831786725
"Pp1s1_37V6",2.19295595053441,0.443304674680993,3.9116189517767,0.184644004327458,0.86167184665281
"Pp1s1_380V6",1.19521038952108,0.11837583472848,2.15560619619739,0.0621770935886116,1.26567262306364
"Pp1s1_382V6",1.39999135463214,2.73075978037074,1.73402471198106,0.28824965790247,1.03585216533747
"Pp1s1_387V6",2.46808970781092,0.375373302390772,3.50961467705994,4.51123333519929,0.329155539253313
"Pp1s1_388V6",0.372174438264864,3.79603952085879,3.93130589380256,0.0306811428456084,2.35423059058474
"Pp1s1_389V6",1.72661507016474,1.84769394213335,3.61829218989078,0.0759735814133355,2.68840897981756
"Pp1s1_397V6",1.29538468350573,2.16758617309688,2.62700289202222,1.29207775321786,2.15816872081585
"Pp1s1_398V6",0.416582001908237,0.283977653035267,0.545164500840343,0.836613744406425,2.63856390768314
"Pp1s1_400V6",0.582995573816868,0.39860415838358,1.25846854943356,2.37962110897183,1.23392599522616
"Pp1s1_401V6",4.96229834589422,0.177450385759892,4.32503408752359,4.65094895002026,1.25961165090729
"Pp1s1_402V6",3.1845739163637,0.510892246474821,0.494747969176149,0.527009761018433,0.42839700381075
"Pp1s1_404V6",0.914569513201815,2.14591063053934,4.17096116857214,0.368136709438012,3.17488677528085
"Pp1s1_405V6",0.000685481123102777,0.012381710324818,2.91475243715214,0.00352597135627841,0.667625012909968
"Pp1s1_406V6",0.0358611331725838,0.204264064919022,0.42715593463466,3.45740078206338,0.447111030088235
"Pp1s1_407V6",0.49626537652813,0.437711293700335,1.27050255016771,0.11384681403329,0.247579498962939
"Pp1s1_409V6",1.82678513690527,2.10446413086806,1.76559268101174,1.57263449439923,1.68018608127194
"Pp1s1_40V6",1.93883789218578,1.76950240626965e-05,3.85337202312466,0.60209896980984,0.958980301154112
"Pp1s1_410V6",0.162611364799004,0.796596775860849,4.36291133046091,0.00896370576095439,0.150792979631345
"Pp1s1_412V6",4.10909896979987,0.260670159905616,0.0625358673632358,0.453925159380118,2.26054758453736
"Pp1s1_415V6",1.43013753247391,2.15694929286489,2.82440617045884,0.0379604516589081,4.99948445432381
"Pp1s1_416V6",0.0238608562165923,0.243860723076895,0.928340603667368,0.243148300465859,0.774115141266808
"Pp1s1_418V6",2.58777592898634,0.845337232249547,4.53975782143144,0.184294583817917,2.05426935900107
"Pp1s1_419V6",0.381887694641565,4.85227521346139,1.28615035123783,0.0107091813664069,1.08043275501315
"Pp1s1_41V6",2.10634701889638,4.52422669227819,2.47291254101392,0.280181686370908,1.25673405836516
"Pp1s1_420V6",1.19649589010411,0.644557353731785,3.27618336344213,0.197154262397996,1.26181109896227
"Pp1s1_421V6",0.00309904537200915,4.75418533020823,2.10003942230793,1.38926855014551,0.0903011795549366
"Pp1s1_422V6",1.2173584736094,0.537711035266086,1.22886578747824,4.50776814809056,0.595473863162244
"Pp1s1_424V6",0.162306134713054,1.52779228849393,2.41598975615724,1.08233630312216,2.95766245876709
"Pp1s1_427V6",0.086869938058668,1.81488775727129,0.0138969017920586,2.92900341463578,1.20349205011072
"Pp1s1_428V6",1.26341508798547,1.81196918335044,2.6706569631103,0.522816574096845,1.17157989202441
"Pp1s1_431V6",1.14837118699806,1.16767047318232,0.898715704006012,0.734915328990767,1.18424328459736
"Pp1s1_433V6",0.941117411275747,2.68397902372708,0.940598789398072,0.2848514624622,0.44204264401302
"Pp1s1_438V6",0.122525990229038,0.00685129285881904,2.674525781589,4.13828332417908,3.82546475928169
"Pp1s1_439V6",1.85992799083589,1.78692658287702,0.463431539919664,0.0690466280877806,1.89610660284256
"Pp1s1_440V6",0.164622049054335,0.33986602417517,2.1827397389193,0.0244313082419613,0.655644927539448
"Pp1s1_441V6",4.83850627712366,0.0170765218248033,0.847019960046239,0.290851655483579,1.11905677185862
"Pp1s1_442V6",0.949047033016205,1.42797721032171,0.290789848628149,1.13095784974919,0.179038997162253
"Pp1s1_443V6",0.00505767719714643,1.08263580941527,2.14873922173491,0.0135249235282241,0.580228709069318
"Pp1s1_447V6",0.111524893490428,0.143212041055353,1.18789354406314,0.186147606943353,3.04831426575121
"Pp1s1_451V6",1.51705160367796,0.40298492538541,3.00554130759789,0.154930705837155,2.71599997023146
"Pp1s1_452V6",0.438156028821705,0.168018316704144,0.578405687233653,3.97305919032607,1.81736113849624
"Pp1s1_456V6",0.181499665566162,1.46619916148384,3.48709452820581,4.76784616442585,0.724391250401251
"Pp1s1_457V6",1.57334118514185,1.49143887638974,3.01861685887581,2.76083095152545,4.74872833584731
"Pp1s1_460V6",3.86210405542465,0.11082712269804,0.853202943792367,0.552770106410719,0.277921190685332
"Pp1s1_461V6",0.00042258761627989,0.00945815198539589,0.0730502164991917,0.0101539020408436,1.97750543881762
"Pp1s1_462V6",2.10568400903571,1.67047839902674,1.7328874081591,1.66199782125647,1.6854558954419
"Pp1s1_463V6",2.50146836167102,1.8613882487675,3.37516489882085,0.251842932737753,3.02417828780408
"Pp1s1_464V6",3.23638241656202,0.28520184203774,3.13944275519474,0.0298670313723052,0.124557972737055
"Pp1s1_465V6",1.21741748710163,0.0514590423173889,3.5895964334432,1.73038173186946,0.157675685480423
"Pp1s1_466V2",0.309557103943765,1.10140267821963,0.747831002495007,2.29454604483471,2.14479389763122
"Pp1s1_468V6",0.923749619896474,0.14365085106503,3.87999882882557,0.0777981922062674,4.977387241734
"Pp1s1_470V6",0.123675083456691,0.162329330836401,0.243435300424561,0.338748271439025,1.30688589913668
"Pp1s1_475V6",2.89099516687978,0.426663772254616,2.85123934779654,0.242169183743434,0.941454899423003
"Pp1s1_476V6",0.636522377037464,0.177003742062625,0.0149004084800727,2.14118624237371,0.0160645111234361
"Pp1s1_478V6",0.182195426421362,2.21675197754337,3.38032513111659,0.108144251591247,0.913807917732025
"Pp1s1_480V6",6.22204712804929e-05,0.769303211734818,3.50148474830161,0.00192772439140944,4.57422149745411
"Pp1s1_487V6",0.862820348011717,1.13177097545878,3.04720222303879,0.23816927740694,3.11283666349219
"Pp1s1_489V6",2.09588074390309,0.192253559057951,3.78294468752011,0.0167392815649455,4.32035714038317
"Pp1s1_490V6",3.27800736674271,0.170399974421356,0.309362113165146,1.54450919486078,0.103855802829603
"Pp1s1_491V6",0.0544646110503903,0.404634241841405,4.82492376819961,0.00208019727272783,1.22380584565914
"Pp1s1_492V6",0.285984593602663,0.735742672554471,0.392136749351957,0.639860847317997,0.483272796936439
"Pp1s1_493V6",1.09694630814331,4.3671851174282,3.22618959528391,2.94760871367566,4.63616876405533
"Pp1s1_495V6",4.30745390458883,0.118954700938808,2.99430947674708,0.164663959358009,1.10607590077499
"Pp1s1_497V6",1.17084155312746,0.0121282088349737,0.493482272460926,3.96319610845301,3.02378336083625
"Pp1s1_498V6",0.178966352795548,1.62971675529023,3.48897460700551,4.50769581204508,0.76962358768595
"Pp1s1_499V6",0.152305942493495,2.5873990230405,3.46339715670023,0.14555851541246,0.831431818240659
"Pp1s1_4V6",0.000202152910381224,1.5560449837016,4.59445995292392,0.409838570808504,1.856086469939
"Pp1s1_500V6",3.21506753866081,0.701594783348022,2.19776539116811,0.270978407625653,0.238266278131
"Pp1s1_503V6",1.29731620097502,0.22022916711697,0.694659837292536,0.163791151125066,0.0639166007511162
"Pp1s1_504V6",0.000427289922322779,0.130554686039181,0.200927154153329,4.79453465803831,0.00395725080115887
"Pp1s1_509V6",0.533101002707709,0.154283734099802,3.66604163240233,0.411912066676608,4.40375418814594
"Pp1s1_511V6",0.755221300166408,0.107834069371131,1.42279200493607,0.0295669100824397,1.4715593303083
"Pp1s1_513V6",0.363135153066084,0.12687376296866,2.04928524370782,2.06452576115158,1.13053886145527
"Pp1s1_515V6",0.415779293569804,0.539463486307537,0.0930086220746193,2.96497963963774,2.46804936779644
"Pp1s1_516V6",0.000237885576641815,0.0543057452498387,0.424548329382209,0.00161450452324809,0.716768516452261
"Pp1s1_519V6",1.36200672319353,0.0671981029225514,1.72070028292039,0.1423503079403,0.00665667031900311
"Pp1s1_520V6",0.0146962874770361,0.998920556708248,1.19715498880225,0.284084250459524,0.740752149214484
"Pp1s1_521V6",0.0060859051494724,2.41743303693841,0.94964675968074,0.231260111158922,0.849476378229435
"Pp1s1_522V6",0.57034642382234,4.20260196282478,2.02971591754719,2.14241825129519,0.322325771015485
"Pp1s1_526V6",1.01287212914393,0.0324800508854219,1.36204548507526,0.482000535463924,0.795394044370704
"Pp1s1_527V6",2.05043753969956,9.45428341808442e-06,4.2749966368931,0.0694010642082508,3.715529523385
"Pp1s1_528V6",3.20768196731359,1.80337584475007,1.9233019444501,0.352375670807178,3.38547579264076
"Pp1s1_529V6",0.352701577128403,0.531384179319857,0.0661140632466046,1.40874868603033,0.273288671257382
"Pp1s1_531V6",1.70404025455192,0.777679617646858,0.783973311841213,3.8510789028604,1.20979396889465
"Pp1s1_532V6",4.58866259552564,3.15461676018044,3.30196482780994,2.05479288875189,3.40154375785006
"Pp1s1_534V6",0.00155558873934549,0.27281121913894,4.70444213056749,0.813878274426212,0.000737526939577459
"Pp1s1_535V6",0.0780966200984201,0.48466504686309,2.49430555232475,0.354477595447773,3.69840834940287
"Pp1s1_536V6",1.12938202758246,1.3048613750164,2.50273326966828,0.0177680903832749,4.73583594072933
"Pp1s1_539V6",0.0273178257598356,3.24843075790227,1.12416759471836,0.0951812904038085,2.01348927403756
"Pp1s1_540V6",0.907840082720299,1.70088445159308,0.740052848615496,2.21488781284952,1.42389386345155
"Pp1s1_541V6",0.523777177217757,2.25089342635468,3.6621918531334,0.303407511526052,1.94020829848834
"Pp1s1_542V6",2.91499290136113,0.00890730371037643,1.19869256033688,0.0159077984286552,2.62339671941341
"Pp1s1_543V6",0.00136666933664024,1.15451482939837,0.861220586873767,0.000338185570932017,0.88403578189533
"Pp1s1_544V6",1.48735443695257,0.209156834774077,4.49782798428123,0.00373008485801652,2.03357283139637
"Pp1s1_546V6",0.346126021743313,0.311879198505328,4.0692311876765,0.0387154125772481,1.82128379502977
"Pp1s1_547V6",2.44987232385324,4.36684461073318,2.06674912028884,0.706602751851066,2.14603349121043
"Pp1s1_549V6",0.00349137220689282,3.38690462820584,0.0333009840831612,0.00015852570089102,0.227424653687627
"Pp1s1_550V6",1.19646519752786,0.553725007984366,3.25068909161724,0.836884159438904,1.97163867838369
"Pp1s1_553V6",0.0143031477975704,0.465954808448525,4.04273283411344,4.93536821758941,2.95679730358503
"Pp1s1_555V6",0.0163196980675139,0.0756609824098215,0.0102673945450198,1.32901767318453,2.31910501865869
"Pp1s1_557V6",1.75878618603921,0.758809371183967,4.81664227416116,3.3265709540826,0.687432004941074
"Pp1s1_559V6",1.18528000394436,0.0481559521738422,1.91574931487767,0.10645040407392,4.72797038515056
"Pp1s1_561V6",3.34777757638277,3.64877773049798,0.457847326093116,0.318443440263675,1.71740186275419
"Pp1s1_567V6",0.446713071436029,0.113991658643318,3.74124281782503,0.0789758852210701,4.99643744127183
"Pp1s1_569V6",0.0465952045055786,1.67454649883745,4.2459937490637,0.0133539234345691,4.02036266397323
"Pp1s1_575V6",0.580483535277774,0.573563044278268,0.672123359362642,0.463827062794202,0.573851329011114
"Pp1s1_576V6",1.37734864417299,1.21222843848094,1.33437166342666,1.627072941183,1.27722538974226
"Pp1s1_57V6",1.09004773992071,3.24140395475868,2.1411315264948,7.75580297454344e-05,1.24775478576197
"Pp1s1_581V6",0.295402463967121,0.33572349268092,0.474313100390702,0.762209615953723,3.30194525455724
"Pp1s1_587V6",4.95991326812398,0.728224633287394,1.80361725298877,1.25820825690497,3.12073830391939
"Pp1s1_590V6",2.33335451400424,0.0258715781032006,3.32339361635699,3.03714696738241,1.50438112717652
"Pp1s1_592V6",1.53007122810315,0.707293930392956,4.16346979453408,0.3395817037119,4.24953212366699
"Pp1s1_593V6",2.82706006279894,3.39101159367222,3.41065625189356,0.846416826925327,2.59309581934242
"Pp1s1_594V6",0.00135421077143796,0.000993419685211831,0.211759962596072,0.529699782257899,0.0553147085001203
"Pp1s1_595V6",0.00494043763911794,0.0060251375804334,4.28909844458094,0.0134295065353239,0.794368319426047
"Pp1s1_597V6",1.55086320558523,2.48480318657527,4.85486719462482,3.16692665905943,2.23470875344669
"Pp1s1_598V6",2.24130472825133,0.228682738659648,0.236148392359598,0.597256947661292,4.27766935628657
"Pp1s1_59V6",0.67970940059264,1.56359707476866,2.14931714693459,1.95573307628159,4.31673013160907
"Pp1s1_5V6",0.428785496326594,0.0676530559096755,0.0542311909114768,1.43386447665139,3.59626663193249
"Pp1s1_607V6",0.596402031573267,1.47233713283913,3.32018322507856,0.00991533634127745,2.654054411559
"Pp1s1_60V6",1.17389148467986,2.96381278069811,0.221723541705249,0.00657986700058473,0.112806025844672
"Pp1s1_614V6",3.67748830076458,0.741110836470102,0.218724955155213,0.200800832976001,0.225006352294597
